"Date","Currency","Mean","Buy","Sell"
"24/02/2023","EURO","133.9741","133.8476","134.1006"
"23/02/2023","EURO","134.2924","134.1641","134.4206"
"22/02/2023","EURO","134.4568","134.3318","134.5818"
"21/02/2023","EURO","134.5626","134.4388","134.6865"
"20/02/2023","EURO","133.6065","133.4812","133.7318"
"17/02/2023","EURO","134.3482","134.2218","134.4747"
"16/02/2023","EURO","134.4341","134.3076","134.5606"
"15/02/2023","EURO","134.8818","134.7547","135.0088"
"14/02/2023","EURO","133.8050","133.6782","133.9318"
"13/02/2023","EURO","133.8853","133.7606","134.0100"
"10/02/2023","EURO","134.7318","134.6076","134.8559"
"09/02/2023","EURO","134.1426","134.0176","134.2676"
"08/02/2023","EURO","133.8185","133.6924","133.9447"
"07/02/2023","EURO","134.5638","134.4429","134.6847"
"06/02/2023","EURO","136.2968","136.1665","136.4271"
"03/02/2023","EURO","136.4094","136.2800","136.5388"
"02/02/2023","EURO","135.5626","135.4324","135.6929"
"01/02/2023","EURO","134.9229","134.7918","135.0541"
"31/01/2023","EURO","135.3303","135.2018","135.4588"
"30/01/2023","EURO","135.3279","135.1971","135.4588"
"27/01/2023","EURO","135.5991","135.4700","135.7282"
"26/01/2023","EURO","135.2191","135.0853","135.3529"
"25/01/2023","EURO","135.1997","135.0659","135.3335"
"24/01/2023","EURO","135.0118","134.8818","135.1418"
"23/01/2023","EURO","134.3350","134.2053","134.4647"
"20/01/2023","EURO","134.2068","134.0806","134.3329"
"19/01/2023","EURO","133.8213","133.6912","133.9514"
"18/01/2023","EURO","134.2853","134.1594","134.4112"
"17/01/2023","EURO","134.0512","133.9206","134.1818"
"16/01/2023","EURO","133.9282","133.7959","134.0606"
"13/01/2023","EURO","133.3156","133.1818","133.4494"
"12/01/2023","EURO","132.9318","132.8029","133.0606"
"11/01/2023","EURO","132.7632","132.6347","132.8918"
"10/01/2023","EURO","132.2112","132.0800","132.3424"
"09/01/2023","EURO","130.1741","130.0471","130.3012"
"06/01/2023","EURO","131.0882","130.9641","131.2124"
"05/01/2023","EURO","131.0097","130.8853","131.1341"
"04/01/2023","EURO","130.6494","130.5241","130.7747"
"03/01/2023","EURO","131.6574","131.5300","131.7847"
"30/12/2022","EURO","131.2653","131.1400","131.3906"
"29/12/2022","EURO","131.2706","131.1418","131.3994"
"28/12/2022","EURO","130.7938","130.6671","130.9206"
"23/12/2022","EURO","130.9265","130.7965","131.0565"
"22/12/2022","EURO","130.8697","130.7447","130.9947"
"21/12/2022","EURO","130.5971","130.4647","130.7294"
"20/12/2022","EURO","130.5626","130.4353","130.6900"
"19/12/2022","EURO","130.7709","130.6441","130.8976"
"16/12/2022","EURO","130.6297","130.5024","130.7571"
"15/12/2022","EURO","130.8259","130.6982","130.9535"
"14/12/2022","EURO","130.6965","130.5753","130.8176"
"13/12/2022","EURO","129.6341","129.5106","129.7576"
"09/12/2022","EURO","129.1126","128.9929","129.2324"
"08/12/2022","EURO","129.0738","128.9488","129.1988"
"07/12/2022","EURO","128.9059","128.7829","129.0288"
"06/12/2022","EURO","129.6465","129.5176","129.7753"
"05/12/2022","EURO","129.2118","129.0847","129.3388"
"02/12/2022","EURO","128.3256","128.2012","128.4500"
"01/12/2022","EURO","126.9685","126.8476","127.0894"
"30/11/2022","EURO","127.1250","127.0012","127.2488"
"29/11/2022","EURO","127.9229","127.7953","128.0506"
"28/11/2022","EURO","127.0835","126.9641","127.2029"
"25/11/2022","EURO","127.3288","127.2059","127.4518"
"24/11/2022","EURO","126.2306","126.1100","126.3512"
"23/11/2022","EURO","126.0147","125.8882","126.1412"
"22/11/2022","EURO","125.3156","125.1965","125.4347"
"21/11/2022","EURO","126.6691","126.5453","126.7929"
"18/11/2022","EURO","126.3115","126.1859","126.4371"
"17/11/2022","EURO","126.9421","126.8159","127.0682"
"16/11/2022","EURO","126.9665","126.8418","127.0912"
"15/11/2022","EURO","125.6509","125.5276","125.7741"
"14/11/2022","EURO","125.2694","125.1465","125.3924"
"11/11/2022","EURO","122.1950","122.0771","122.3129"
"10/11/2022","EURO","122.3362","122.2182","122.4541"
"09/11/2022","EURO","121.5888","121.4724","121.7053"
"08/11/2022","EURO","121.3618","121.2429","121.4806"
"07/11/2022","EURO","119.4753","119.3594","119.5912"
"04/11/2022","EURO","118.8459","118.7294","118.9624"
"03/11/2022","EURO","120.3418","120.2229","120.4606"
"02/11/2022","EURO","120.4262","120.3047","120.5476"
"01/11/2022","EURO","120.3350","120.2129","120.4571"
"31/10/2022","EURO","121.0926","120.9776","121.2076"
"28/10/2022","EURO","121.6441","121.5259","121.7624"
"27/10/2022","EURO","121.4762","121.3571","121.5953"
"26/10/2022","EURO","119.9856","119.8700","120.1012"
"25/10/2022","EURO","119.2459","119.1318","119.3600"
"24/10/2022","EURO","118.2618","118.1459","118.3776"
"21/10/2022","EURO","118.6850","118.5659","118.8041"
"19/10/2022","EURO","119.1753","119.0576","119.2929"
"18/10/2022","EURO","117.9791","117.8600","118.0982"
"17/10/2022","EURO","118.0559","117.9382","118.1735"
"14/10/2022","EURO","117.3497","117.2329","117.4665"
"13/10/2022","EURO","117.3953","117.2794","117.5112"
"12/10/2022","EURO","117.5347","117.4159","117.6535"
"11/10/2022","EURO","118.7226","118.6065","118.8388"
"07/10/2022","EURO","119.5056","119.3871","119.6241"
"06/10/2022","EURO","119.9215","119.8035","120.0394"
"05/10/2022","EURO","119.0332","118.9176","119.1488"
"04/10/2022","EURO","118.3379","118.2224","118.4535"
"03/10/2022","EURO","118.2485","118.1329","118.3641"
"30/09/2022","EURO","117.1341","117.0188","117.2494"
"29/09/2022","EURO","115.6297","115.5159","115.7435"
"28/09/2022","EURO","116.3812","116.2653","116.4971"
"27/09/2022","EURO","116.4459","116.3312","116.5606"
"26/09/2022","EURO","118.2091","118.0918","118.3265"
"23/09/2022","EURO","119.2303","119.1124","119.3482"
"22/09/2022","EURO","119.7479","119.6276","119.8682"
"21/09/2022","EURO","120.4394","120.3188","120.5600"
"20/09/2022","EURO","120.2729","120.1512","120.3947"
"19/09/2022","EURO","120.2226","120.1041","120.3412"
"16/09/2022","EURO","120.3279","120.2082","120.4476"
"15/09/2022","EURO","120.7109","120.5935","120.8282"
"14/09/2022","EURO","121.7694","121.6471","121.8918"
"12/09/2022","EURO","120.6388","120.5147","120.7629"
"09/09/2022","EURO","120.1029","119.9818","120.2241"
"08/09/2022","EURO","119.2741","119.1541","119.3941"
"07/09/2022","EURO","119.5024","119.3829","119.6218"
"06/09/2022","EURO","119.3124","119.1929","119.4318"
"05/09/2022","EURO","120.1256","120.0071","120.2441"
"02/09/2022","EURO","120.0232","119.9029","120.1435"
"01/09/2022","EURO","120.0785","119.9612","120.1959"
"31/08/2022","EURO","120.0915","119.9724","120.2106"
"30/08/2022","EURO","119.8932","119.7741","120.0124"
"29/08/2022","EURO","119.8085","119.6947","119.9224"
"26/08/2022","EURO","119.5903","119.4718","119.7088"
"25/08/2022","EURO","119.1259","119.0141","119.2376"
"24/08/2022","EURO","119.2529","119.1353","119.3706"
"23/08/2022","EURO","119.8450","119.7300","119.9600"
"22/08/2022","EURO","120.6194","120.5018","120.7371"
"19/08/2022","EURO","121.5753","121.4553","121.6953"
"18/08/2022","EURO","121.3479","121.2247","121.4712"
"17/08/2022","EURO","121.3479","121.2247","121.4712"
"16/08/2022","EURO","122.0456","121.9241","122.1671"
"15/08/2022","EURO","122.5900","122.4682","122.7118"
"12/08/2022","EURO","122.8929","122.7729","123.0129"
"11/08/2022","EURO","122.3432","122.2235","122.4629"
"10/08/2022","EURO","121.4894","121.3676","121.6112"
"08/08/2022","EURO","121.5015","121.3782","121.6247"
"05/08/2022","EURO","121.3076","121.1859","121.4294"
"04/08/2022","EURO","121.2065","121.0865","121.3265"
"03/08/2022","EURO","121.6821","121.5629","121.8012"
"02/08/2022","EURO","121.8665","121.7476","121.9853"
"01/08/2022","EURO","121.2209","121.1012","121.3406"
"29/07/2022","EURO","120.6665","120.5447","120.7882"
"28/07/2022","EURO","120.5879","120.4682","120.7076"
"27/07/2022","EURO","120.7962","120.6747","120.9176"
"26/07/2022","EURO","121.2409","121.1188","121.3629"
"25/07/2022","EURO","120.7306","120.6094","120.8518"
"22/07/2022","EURO","120.8756","120.7582","120.9929"
"21/07/2022","EURO","121.0215","120.9024","121.1406"
"20/07/2022","EURO","120.6579","120.5365","120.7794"
"19/07/2022","EURO","119.6141","119.4924","119.7359"
"18/07/2022","EURO","118.7735","118.6541","118.8929"
"15/07/2022","EURO","118.6279","118.5059","118.7500"
"14/07/2022","EURO","118.6891","118.5694","118.8088"
"13/07/2022","EURO","119.0891","118.9712","119.2071"
"12/07/2022","EURO","119.8841","119.7665","120.0018"
"08/07/2022","EURO","120.6747","120.5600","120.7894"
"07/07/2022","EURO","121.0612","120.9424","121.1800"
"06/07/2022","EURO","121.9179","121.7976","122.0382"
"05/07/2022","EURO","123.2059","123.0818","123.3300"
"04/07/2022","EURO","123.2156","123.0924","123.3388"
"01/07/2022","EURO","123.0626","122.9394","123.1859"
"30/06/2022","EURO","124.0203","123.8929","124.1476"
"29/06/2022","EURO","124.6076","124.4829","124.7324"
"28/06/2022","EURO","124.7950","124.0782","125.5118"
"27/06/2022","EURO","123.9012","123.7735","124.0288"
"24/06/2022","EURO","123.7350","123.6082","123.8618"
"23/06/2022","EURO","123.6785","123.5524","123.8047"
"22/06/2022","EURO","123.8768","123.7565","123.9971"
"21/06/2022","EURO","123.4547","123.3288","123.5806"
"20/06/2022","EURO","123.1982","123.0735","123.3229"
"17/06/2022","EURO","122.4168","122.2929","122.5406"
"16/06/2022","EURO","122.4682","122.3447","122.5918"
"15/06/2022","EURO","122.8385","122.7141","122.9629"
"14/06/2022","EURO","123.0994","122.9771","123.2218"
"13/06/2022","EURO","124.4741","124.3506","124.5976"
"10/06/2022","EURO","125.3362","125.2129","125.4594"
"09/06/2022","EURO","125.3159","125.1906","125.4412"
"08/06/2022","EURO","124.9197","124.7941","125.0453"
"07/06/2022","EURO","125.4009","125.2782","125.5235"
"06/06/2022","EURO","125.2668","125.1382","125.3953"
"03/06/2022","EURO","124.9650","124.8382","125.0918"
"02/06/2022","EURO","125.0865","124.9624","125.2106"
"31/05/2022","EURO","125.5976","125.4729","125.7224"
"30/05/2022","EURO","125.0159","124.8882","125.1435"
"27/05/2022","EURO","124.7635","124.6388","124.8882"
"26/05/2022","EURO","124.4432","124.3171","124.5694"
"25/05/2022","EURO","124.5821","124.4565","124.7076"
"24/05/2022","EURO","123.8694","123.7441","123.9947"
"23/05/2022","EURO","123.1582","123.0353","123.2812"
"20/05/2022","EURO","122.5424","122.4194","122.6653"
"19/05/2022","EURO","122.3385","122.2124","122.4647"
"18/05/2022","EURO","121.9618","121.8365","122.0871"
"17/05/2022","EURO","121.2071","121.0824","121.3318"
"16/05/2022","EURO","121.1082","120.9871","121.2294"
"13/05/2022","EURO","121.7738","121.6529","121.8947"
"12/05/2022","EURO","122.3644","122.2471","122.4818"
"11/05/2022","EURO","122.5156","122.3929","122.6382"
"10/05/2022","EURO","122.2374","122.1118","122.3629"
"09/05/2022","EURO","122.3615","122.2335","122.4894"
"06/05/2022","EURO","122.5347","122.4124","122.6571"
"05/05/2022","EURO","122.0379","121.9147","122.1612"
"04/05/2022","EURO","122.1359","122.0118","122.2600"
"28/04/2022","EURO","122.8294","122.7053","122.9535"
"27/04/2022","EURO","123.8074","123.6824","123.9324"
"26/04/2022","EURO","124.4344","124.3094","124.5594"
"25/04/2022","EURO","125.0882","124.9618","125.2147"
"22/04/2022","EURO","125.6624","125.5376","125.7871"
"21/04/2022","EURO","125.2621","125.1353","125.3888"
"20/04/2022","EURO","124.9368","124.8100","125.0635"
"19/04/2022","EURO","125.4838","125.3594","125.6082"
"14/04/2022","EURO","125.1629","125.0371","125.2888"
"13/04/2022","EURO","125.5903","125.4653","125.7153"
"12/04/2022","EURO","125.7674","125.6371","125.8976"
"11/04/2022","EURO","125.4021","125.2765","125.5276"
"08/04/2022","EURO","125.7626","125.6359","125.8894"
"07/04/2022","EURO","125.8965","125.7706","126.0224"
"06/04/2022","EURO","126.4574","126.3306","126.5841"
"05/04/2022","EURO","126.7059","126.5782","126.8335"
"04/04/2022","EURO","127.1050","126.9759","127.2341"
"01/04/2022","EURO","127.7638","127.6324","127.8953"
"31/03/2022","EURO","127.8018","127.6718","127.9318"
"30/03/2022","EURO","126.5403","126.4118","126.6688"
"29/03/2022","EURO","126.1400","126.0106","126.2694"
"28/03/2022","EURO","126.3309","126.2024","126.4594"
"25/03/2022","EURO","125.9412","125.8159","126.0665"
"24/03/2022","EURO","125.9694","125.8447","126.0941"
"23/03/2022","EURO","126.0109","125.8794","126.1424"
"22/03/2022","EURO","126.3788","126.2524","126.5053"
"21/03/2022","EURO","126.2562","126.1265","126.3859"
"18/03/2022","EURO","126.3971","126.2676","126.5265"
"17/03/2022","EURO","125.9526","125.8271","126.0782"
"16/03/2022","EURO","125.8426","125.7165","125.9688"
"15/03/2022","EURO","125.8050","125.6794","125.9306"
"14/03/2022","EURO","126.2012","126.0747","126.3276"
"11/03/2022","EURO","126.1024","125.9747","126.2300"
"10/03/2022","EURO","124.9891","124.8665","125.1118"
"09/03/2022","EURO","124.7462","124.6188","124.8735"
"08/03/2022","EURO","124.5900","124.4635","124.7165"
"07/03/2022","EURO","125.6344","125.5047","125.7641"
"04/03/2022","EURO","126.7262","126.6000","126.8524"
"03/03/2022","EURO","127.0935","126.9653","127.2218"
"02/03/2022","EURO","127.7253","127.5971","127.8535"
"01/03/2022","EURO","127.7291","127.6006","127.8576"
"28/02/2022","EURO","127.6453","127.5171","127.7735"
"25/02/2022","EURO","127.7638","127.6365","127.8912"
"24/02/2022","EURO","129.1156","128.9871","129.2441"
"23/02/2022","EURO","129.0374","128.9071","129.1676"
"22/02/2022","EURO","128.9929","128.8688","129.1171"
"21/02/2022","EURO","129.0818","128.9541","129.2094"
"18/02/2022","EURO","129.2244","129.0971","129.3518"
"17/02/2022","EURO","129.2485","129.1182","129.3788"
"16/02/2022","EURO","129.0685","128.9424","129.1947"
"15/02/2022","EURO","129.0000","128.8741","129.1259"
"14/02/2022","EURO","129.4653","129.3382","129.5924"
"11/02/2022","EURO","129.6138","129.4847","129.7429"
"10/02/2022","EURO","129.5594","129.4312","129.6876"
"09/02/2022","EURO","129.5638","129.4394","129.6882"
"08/02/2022","EURO","129.2729","129.1488","129.3971"
"07/02/2022","EURO","129.3050","129.1782","129.4318"
"04/02/2022","EURO","128.0776","127.9524","128.2029"
"03/02/2022","EURO","128.0462","127.9194","128.1729"
"02/02/2022","EURO","127.6376","127.5118","127.7635"
"01/02/2022","EURO","127.1009","126.9765","127.2253"
"31/01/2022","EURO","127.2215","127.0988","127.3441"
"28/01/2022","EURO","127.3735","127.2488","127.4982"
"27/01/2022","EURO","128.1053","127.9818","128.2288"
"26/01/2022","EURO","128.2582","128.1318","128.3847"
"25/01/2022","EURO","128.5247","128.3947","128.6547"
"24/01/2022","EURO","128.7115","128.5812","128.8418"
"21/01/2022","EURO","128.7424","128.6141","128.8706"
"20/01/2022","EURO","128.6988","128.5735","128.8241"
"19/01/2022","EURO","129.2059","129.0765","129.3353"
"18/01/2022","EURO","129.2859","129.1629","129.4088"
"17/01/2022","EURO","129.5079","129.3794","129.6365"
"14/01/2022","EURO","129.4921","129.3682","129.6159"
"13/01/2022","EURO","128.7624","128.6329","128.8918"
"12/01/2022","EURO","128.4209","128.2935","128.5482"
"11/01/2022","EURO","128.2515","128.1247","128.3782"
"10/01/2022","EURO","128.0182","127.8906","128.1459"
"07/01/2022","EURO","128.0379","127.9071","128.1688"
"06/01/2022","EURO","128.0650","127.9318","128.1982"
"05/01/2022","EURO","127.8794","127.7482","128.0106"
"04/01/2022","EURO","128.2671","128.1371","128.3971"
"03/01/2022","EURO","128.0897","127.9594","128.2200"
"31/12/2021","EURO","127.9932","127.8653","128.1212"
"30/12/2021","EURO","127.8785","127.7512","128.0059"
"29/12/2021","EURO","128.0856","127.9624","128.2088"
"28/12/2021","EURO","128.1188","127.9924","128.2453"
"24/12/2021","EURO","127.9538","127.8276","128.0800"
"23/12/2021","EURO","127.6785","127.5500","127.8071"
"22/12/2021","EURO","127.6306","127.5000","127.7612"
"21/12/2021","EURO","127.5262","127.3982","127.6541"
"20/12/2021","EURO","127.9747","127.8435","128.1059"
"17/12/2021","EURO","127.8721","127.7412","128.0029"
"16/12/2021","EURO","127.3750","127.2476","127.5024"
"15/12/2021","EURO","127.5679","127.4418","127.6941"
"14/12/2021","EURO","127.4868","127.3624","127.6112"
"10/12/2021","EURO","127.6956","127.5682","127.8229"
"09/12/2021","EURO","127.2606","127.1341","127.3871"
"08/12/2021","EURO","127.0753","126.9494","127.2012"
"07/12/2021","EURO","127.3206","127.1947","127.4465"
"06/12/2021","EURO","127.3953","127.2659","127.5247"
"03/12/2021","EURO","127.5385","127.4129","127.6641"
"02/12/2021","EURO","127.4503","127.3235","127.5771"
"01/12/2021","EURO","127.4935","127.3629","127.6241"
"30/11/2021","EURO","126.9624","126.8306","127.0941"
"29/11/2021","EURO","126.6618","126.5353","126.7882"
"26/11/2021","EURO","126.1515","126.0259","126.2771"
"25/11/2021","EURO","126.3024","126.1753","126.4294"
"24/11/2021","EURO","126.4765","126.3524","126.6006"
"23/11/2021","EURO","126.7853","126.6571","126.9135"
"22/11/2021","EURO","126.8415","126.7141","126.9688"
"19/11/2021","EURO","127.1462","127.0171","127.2753"
"18/11/2021","EURO","126.8859","126.7565","127.0153"
"17/11/2021","EURO","127.5956","127.4653","127.7259"
"16/11/2021","EURO","128.2182","128.0929","128.3435"
"15/11/2021","EURO","128.1229","127.9912","128.2547"
"12/11/2021","EURO","128.4247","128.2912","128.5582"
"11/11/2021","EURO","129.2012","129.0706","129.3318"
"10/11/2021","EURO","129.3188","129.1912","129.4465"
"09/11/2021","EURO","129.0544","128.9253","129.1835"
"08/11/2021","EURO","128.8362","128.7071","128.9653"
"05/11/2021","EURO","128.8635","128.7318","128.9953"
"04/11/2021","EURO","129.0974","128.9671","129.2276"
"03/11/2021","EURO","129.1324","128.9982","129.2665"
"02/11/2021","EURO","128.9885","128.8565","129.1206"
"01/11/2021","EURO","129.5421","129.4100","129.6741"
"29/10/2021","EURO","129.0803","128.9465","129.2141"
"28/10/2021","EURO","129.0765","128.9447","129.2082"
"27/10/2021","EURO","129.0921","128.9624","129.2218"
"26/10/2021","EURO","129.1035","128.9747","129.2324"
"25/10/2021","EURO","129.2897","129.1612","129.4182"
"22/10/2021","EURO","129.3241","129.1953","129.4529"
"21/10/2021","EURO","129.3550","129.2253","129.4847"
"19/10/2021","EURO","128.6053","128.4735","128.7371"
"18/10/2021","EURO","128.6426","128.5135","128.7718"
"15/10/2021","EURO","128.6315","128.5012","128.7618"
"14/10/2021","EURO","127.9885","127.8529","128.1241"
"13/10/2021","EURO","127.9071","127.7747","128.0394"
"12/10/2021","EURO","127.9332","127.8024","128.0641"
"08/10/2021","EURO","127.8988","127.7688","128.0288"
"07/10/2021","EURO","127.7847","127.6524","127.9171"
"06/10/2021","EURO","128.3903","128.2582","128.5224"
"05/10/2021","EURO","128.6438","128.5135","128.7741"
"04/10/2021","EURO","128.3429","128.2088","128.4771"
"01/10/2021","EURO","128.3759","128.2476","128.5041"
"30/09/2021","EURO","129.0085","128.8782","129.1388"
"29/09/2021","EURO","129.1147","128.9812","129.2482"
"28/09/2021","EURO","129.2518","129.1194","129.3841"
"27/09/2021","EURO","129.4585","129.3259","129.5912"
"24/09/2021","EURO","129.3276","129.1953","129.4600"
"23/09/2021","EURO","129.4947","129.3612","129.6282"
"22/09/2021","EURO","129.4391","129.3071","129.5712"
"21/09/2021","EURO","129.3703","129.2365","129.5041"
"20/09/2021","EURO","129.7715","129.6376","129.9053"
"17/09/2021","EURO","129.6676","129.5324","129.8029"
"16/09/2021","EURO","130.0632","129.9324","130.1941"
"15/09/2021","EURO","129.8285","129.6929","129.9641"
"14/09/2021","EURO","129.5332","129.4006","129.6659"
"13/09/2021","EURO","129.9841","129.8535","130.1147"
"10/09/2021","EURO","130.0241","129.8906","130.1576"
"09/09/2021","EURO","130.2662","130.1282","130.4041"
"08/09/2021","EURO","130.5053","130.3682","130.6424"
"07/09/2021","EURO","130.5912","130.4529","130.7294"
"06/09/2021","EURO","130.5856","130.4494","130.7218"
"03/09/2021","EURO","130.2579","130.1247","130.3912"
"02/09/2021","EURO","130.0262","129.8918","130.1606"
"01/09/2021","EURO","130.0532","129.9212","130.1853"
"31/08/2021","EURO","129.5944","129.4647","129.7241"
"30/08/2021","EURO","129.1341","129.0018","129.2665"
"27/08/2021","EURO","129.0982","128.9635","129.2329"
"26/08/2021","EURO","128.8344","128.7000","128.9688"
"25/08/2021","EURO","128.6844","128.5529","128.8159"
"24/08/2021","EURO","128.3774","128.2406","128.5141"
"23/08/2021","EURO","127.9156","127.7841","128.0471"
"20/08/2021","EURO","128.0912","127.9565","128.2259"
"19/08/2021","EURO","128.3468","128.2165","128.4771"
"18/08/2021","EURO","128.7450","128.6129","128.8771"
"17/08/2021","EURO","128.7574","128.6306","128.8841"
"16/08/2021","EURO","128.3506","128.2171","128.4841"
"13/08/2021","EURO","128.1094","127.9794","128.2394"
"12/08/2021","EURO","127.9688","127.8324","128.1053"
"11/08/2021","EURO","127.7679","127.6347","127.9012"
"10/08/2021","EURO","127.9809","127.8471","128.1147"
"09/08/2021","EURO","128.4568","128.3312","128.5824"
"06/08/2021","EURO","128.7432","128.6112","128.8753"
"05/08/2021","EURO","129.0541","128.9212","129.1871"
"04/08/2021","EURO","128.9806","128.8453","129.1159"
"03/08/2021","EURO","129.0406","128.9082","129.1729"
"02/08/2021","EURO","129.0259","128.8912","129.1606"
"30/07/2021","EURO","128.6918","128.5576","128.8259"
"29/07/2021","EURO","128.2400","128.1076","128.3724"
"28/07/2021","EURO","128.0306","127.8971","128.1641"
"27/07/2021","EURO","127.9144","127.7800","128.0488"
"26/07/2021","EURO","127.4812","127.3453","127.6171"
"23/07/2021","EURO","127.6532","127.5200","127.7865"
"22/07/2021","EURO","127.4826","127.3476","127.6176"
"21/07/2021","EURO","127.6503","127.5141","127.7865"
"19/07/2021","EURO","127.8124","127.6776","127.9471"
"16/07/2021","EURO","127.8962","127.7612","128.0312"
"15/07/2021","EURO","127.6821","127.5476","127.8165"
"14/07/2021","EURO","127.8709","127.7347","128.0071"
"13/07/2021","EURO","127.9276","127.7982","128.0571"
"12/07/2021","EURO","127.9450","127.8135","128.0765"
"09/07/2021","EURO","127.8265","127.6912","127.9618"
"08/07/2021","EURO","127.6018","127.4682","127.7353"
"07/07/2021","EURO","127.9403","127.8088","128.0718"
"06/07/2021","EURO","128.0182","127.8882","128.1482"
"05/07/2021","EURO","127.7903","127.6576","127.9229"
"02/07/2021","EURO","128.1238","127.9912","128.2565"
"01/07/2021","EURO","128.2006","128.0671","128.3341"
"30/06/2021","EURO","128.2265","128.0900","128.3629"
"29/06/2021","EURO","128.6153","128.4782","128.7524"
"28/06/2021","EURO","128.7018","128.5665","128.8371"
"25/06/2021","EURO","128.6041","128.4682","128.7400"
"24/06/2021","EURO","128.7788","128.6435","128.9141"
"23/06/2021","EURO","128.2185","128.0841","128.3529"
"22/06/2021","EURO","128.3494","128.2135","128.4853"
"21/06/2021","EURO","128.6744","128.5365","128.8124"
"18/06/2021","EURO","129.6550","129.5171","129.7929"
"17/06/2021","EURO","130.6535","130.5165","130.7906"
"16/06/2021","EURO","130.5968","130.4576","130.7359"
"15/06/2021","EURO","130.6465","130.5088","130.7841"
"14/06/2021","EURO","130.8806","130.7441","131.0171"
"11/06/2021","EURO","131.3471","131.2112","131.4829"
"10/06/2021","EURO","131.6603","131.5206","131.8000"
"09/06/2021","EURO","131.4406","131.3094","131.5718"
"08/06/2021","EURO","131.3229","131.1876","131.4582"
"07/06/2021","EURO","130.9876","130.8506","131.1247"
"04/06/2021","EURO","131.4368","131.3000","131.5735"
"03/06/2021","EURO","131.3253","131.1906","131.4600"
"02/06/2021","EURO","131.3009","131.1700","131.4318"
"31/05/2021","EURO","130.8832","130.7482","131.0182"
"28/05/2021","EURO","131.1994","131.0618","131.3371"
"27/05/2021","EURO","131.4471","131.3065","131.5876"
"26/05/2021","EURO","132.0559","131.9176","132.1941"
"25/05/2021","EURO","131.9215","131.7871","132.0559"
"24/05/2021","EURO","132.1982","132.0612","132.3353"
"21/05/2021","EURO","132.0147","131.8753","132.1541"
"20/05/2021","EURO","131.6874","131.5488","131.8259"
"19/05/2021","EURO","131.2715","131.1329","131.4100"
"18/05/2021","EURO","130.4718","130.3394","130.6041"
"17/05/2021","EURO","129.4535","129.3188","129.5882"
"13/05/2021","EURO","129.7474","129.6082","129.8865"
"12/05/2021","EURO","129.7062","129.5694","129.8429"
"11/05/2021","EURO","129.5541","129.4194","129.6888"
"10/05/2021","EURO","128.8438","128.7106","128.9771"
"07/05/2021","EURO","127.9418","127.8071","128.0765"
"06/05/2021","EURO","128.5176","128.3841","128.6512"
"05/05/2021","EURO","129.0147","128.8794","129.1500"
"04/05/2021","EURO","129.8029","129.6682","129.9376"
"03/05/2021","EURO","130.3803","130.2444","130.5163"
"30/04/2021","EURO","130.6282","130.4918","130.7647"
"29/04/2021","EURO","130.1612","130.0241","130.2982"
"28/04/2021","EURO","130.2465","130.1100","130.3829"
"27/04/2021","EURO","130.6465","130.5124","130.7806"
"26/04/2021","EURO","130.9324","130.7959","131.0688"
"23/04/2021","EURO","130.7232","130.5847","130.8618"
"22/04/2021","EURO","130.1735","130.0365","130.3106"
"21/04/2021","EURO","130.2850","130.1482","130.4218"
"20/04/2021","EURO","129.8859","129.7476","130.0241"
"19/04/2021","EURO","128.7600","128.6265","128.8935"
"16/04/2021","EURO","128.1450","128.0106","128.2794"
"15/04/2021","EURO","127.7812","127.6465","127.9159"
"14/04/2021","EURO","127.2362","127.1041","127.3682"
"13/04/2021","EURO","127.6112","127.4771","127.7453"
"12/04/2021","EURO","127.6421","127.5071","127.7771"
"09/04/2021","EURO","128.3497","128.2129","128.4865"
"08/04/2021","EURO","128.6329","128.4976","128.7682"
"07/04/2021","EURO","128.2815","128.1524","128.4106"
"06/04/2021","EURO","127.9259","127.7918","128.0600"
"01/04/2021","EURO","128.5118","128.3806","128.6429"
"31/03/2021","EURO","128.6035","128.4718","128.7353"
"30/03/2021","EURO","129.2929","129.1635","129.4224"
"29/03/2021","EURO","129.3509","129.2165","129.4853"
"26/03/2021","EURO","129.7506","129.6141","129.8871"
"25/03/2021","EURO","130.1038","129.9706","130.2371"
"24/03/2021","EURO","130.6788","130.5424","130.8153"
"23/03/2021","EURO","130.9218","130.7835","131.0600"
"22/03/2021","EURO","130.8462","130.7100","130.9824"
"19/03/2021","EURO","131.0912","130.9547","131.2276"
"18/03/2021","EURO","130.7129","130.5776","130.8482"
"17/03/2021","EURO","130.9671","130.8335","131.1006"
"16/03/2021","EURO","130.8409","130.7071","130.9747"
"15/03/2021","EURO","130.8965","130.7641","131.0288"
"12/03/2021","EURO","130.9221","130.7888","131.0553"
"11/03/2021","EURO","130.5800","130.4459","130.7141"
"10/03/2021","EURO","130.5797","130.4429","130.7165"
"09/03/2021","EURO","130.5529","130.4194","130.6865"
"08/03/2021","EURO","131.1674","131.0306","131.3041"
"05/03/2021","EURO","132.0359","131.9024","132.1694"
"04/03/2021","EURO","132.3806","132.2459","132.5153"
"03/03/2021","EURO","132.0568","131.9153","132.1982"
"02/03/2021","EURO","132.2391","132.1094","132.3688"
"01/03/2021","EURO","133.1862","133.0494","133.3229"
"26/02/2021","EURO","133.8324","133.6947","133.9700"
"25/02/2021","EURO","133.4612","133.3253","133.5971"
"24/02/2021","EURO","133.2465","133.1076","133.3853"
